"产品代码","产品类型","周期","计算基准日","THEORY_START_DT","收益","年化收益","Alpha","月超额胜率","进攻能力","收益排名","年化收益排名","Alpha排名","月超额胜率排名","进攻能力排名"
"1912798830821289985","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.40%","25.00%","0.00%","291/437名","313/437名","389/437名","372/437名","126/437名"
"1912798830821289985","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.34%","-0.40%","30.77%","0.00%","","","","",""
"1912798830821289985","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1912798830821289985","1","成立以来","2026-04-15","2022-03-01","-99.00%","-68.34%","-0.40%","30.77%","0.00%","205/277名","200/277名","214/277名","165/277名","60/277名"
"1912799399166259202","1","近 1 年","2026-04-15","2025-04-14","-99.00%","-99.12%","-0.40%","25.00%","0.00%","306/452名","392/452名","404/452名","387/452名","131/452名"
"1912799399166259202","1","近 2 年","2026-04-15","2024-04-14","-99.00%","-90.69%","-0.40%","25.00%","0.00%","291/437名","335/437名","389/437名","372/437名","126/437名"
"1912799399166259202","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.40%","25.00%","0.00%","291/437名","313/437名","389/437名","372/437名","126/437名"
"1912799399166259202","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.34%","-0.40%","30.77%","0.00%","","","","",""
"1912799399166259202","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1912799399166259202","1","成立以来","2026-04-15","2022-03-01","-99.00%","-68.34%","-0.40%","30.77%","0.00%","205/277名","200/277名","214/277名","165/277名","60/277名"
"1912823853917319169","1","近 1 年","2026-04-15","2025-04-14","-75.00%","-75.98%","-0.30%","25.00%","0.00%","287/452名","323/452名","296/452名","387/452名","131/452名"
"1912823853917319169","1","近 2 年","2026-04-15","2024-04-14","-75.00%","-51.06%","-0.30%","25.00%","0.00%","272/437名","279/437名","281/437名","372/437名","126/437名"
"1912823853917319169","1","近 3 年","2026-04-15","2023-04-14","-75.00%","-37.96%","-0.30%","25.00%","0.00%","272/437名","271/437名","281/437名","372/437名","126/437名"
"1912823853917319169","1","近 5 年","2026-04-15","2021-04-14","-75.00%","-29.26%","-0.30%","30.77%","0.00%","","","","",""
"1912823853917319169","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1912823853917319169","1","成立以来","2026-04-15","2022-03-01","-75.00%","-29.26%","-0.30%","30.77%","0.00%","186/277名","185/277名","189/277名","165/277名","60/277名"
"1912824128862334978","1","近 1 年","2026-04-15","2025-04-14","-75.00%","-75.98%","-0.30%","25.00%","0.00%","287/452名","323/452名","296/452名","387/452名","131/452名"
"1912824128862334978","1","近 2 年","2026-04-15","2024-04-14","-75.00%","-51.06%","-0.30%","25.00%","0.00%","272/437名","279/437名","281/437名","372/437名","126/437名"
"1912824128862334978","1","近 3 年","2026-04-15","2023-04-14","-75.00%","-37.96%","-0.30%","25.00%","0.00%","272/437名","271/437名","281/437名","372/437名","126/437名"
"1912824128862334978","1","近 5 年","2026-04-15","2021-04-14","-75.00%","-29.26%","-0.30%","30.77%","0.00%","","","","",""
"1912824128862334978","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1912824128862334978","1","成立以来","2026-04-15","2022-03-01","-75.00%","-29.26%","-0.30%","30.77%","0.00%","186/277名","185/277名","189/277名","165/277名","60/277名"
"1914549613069774849","1","近 1 年","2026-04-15","2025-04-14","-75.00%","-75.98%","-0.31%","25.00%","0.00%","287/452名","323/452名","306/452名","387/452名","131/452名"
"1914549613069774849","1","近 2 年","2026-04-15","2024-04-14","-75.00%","-51.06%","-0.31%","25.00%","0.00%","272/437名","279/437名","291/437名","372/437名","126/437名"
"1914549613069774849","1","近 3 年","2026-04-15","2023-04-14","-75.00%","-37.96%","-0.31%","25.00%","0.00%","272/437名","271/437名","291/437名","372/437名","126/437名"
"1914549613069774849","1","近 5 年","2026-04-15","2021-04-14","-75.00%","-29.26%","-0.31%","30.77%","0.00%","","","","",""
"1914549613069774849","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1914549613069774849","1","成立以来","2026-04-15","2022-03-01","-75.00%","-29.26%","-0.31%","30.77%","0.00%","186/277名","185/277名","201/277名","165/277名","60/277名"
"1914555068831674369","1","近 1 年","2026-04-15","2025-04-14","-99.00%","-99.12%","-0.40%","25.00%","0.00%","306/452名","392/452名","450/452名","387/452名","131/452名"
"1914555068831674369","1","近 2 年","2026-04-15","2024-04-14","-99.00%","-90.69%","-0.40%","25.00%","0.00%","291/437名","335/437名","435/437名","372/437名","126/437名"
"1914555068831674369","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.40%","25.00%","0.00%","291/437名","313/437名","435/437名","372/437名","126/437名"
"1914555068831674369","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.34%","-0.40%","30.77%","0.00%","","","","",""
"1914555068831674369","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1914555068831674369","1","成立以来","2026-04-15","2022-03-01","-99.00%","-68.34%","-0.40%","30.77%","0.00%","205/277名","200/277名","274/277名","165/277名","60/277名"
"1951130043189211138","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","33.33%","0.00%","","","","",""
"1951130043189211138","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","33.33%","0.00%","","","","",""
"1951130043189211138","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","33.33%","0.00%","","","","",""
"1951130043189211138","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","33.33%","0.00%","","","","",""
"1951130043189211138","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1951130043189211138","1","成立以来","2026-04-15","2025-07-01","0.00%","0.00%","-0.01%","33.33%","0.00%","46/454名","46/454名","50/454名","136/454名","131/454名"
"1960589719144411138","1","近 1 年","2026-04-15","2025-04-14","24.03%","24.81%","0.07%","36.36%","64.09%","22/452名","13/452名","14/452名","101/452名","39/452名"
"1960589719144411138","1","近 2 年","2026-04-15","2024-04-14","24.03%","11.74%","0.04%","52.17%","32.98%","20/437名","22/437名","17/437名","35/437名","36/437名"
"1960589719144411138","1","近 3 年","2026-04-15","2023-04-14","24.03%","7.70%","0.03%","54.29%","24.36%","20/437名","29/437名","21/437名","24/437名","38/437名"
"1960589719144411138","1","近 5 年","2026-04-15","2021-04-14","5.15%","1.22%","0.01%","54.90%","15.09%","","","","",""
"1960589719144411138","1","今年以来","2026-04-15","2025-12-31","4.78%","19.35%","0.06%","33.33%","-118.65%","43/476名","23/476名","22/476名","151/476名","470/476名"
"1960589719144411138","1","成立以来","2026-04-15","2022-01-01","5.15%","1.22%","0.01%","54.90%","15.09%","13/102名","15/102名","15/102名","6/102名","17/102名"
"1960602692785188866","1","近 1 年","2026-04-15","2025-04-14","-26.81%","-27.47%","-0.13%","36.36%","-75.56%","270/452名","271/452名","274/452名","101/452名","449/452名"
"1960602692785188866","1","近 2 年","2026-04-15","2024-04-14","-26.81%","-14.86%","-0.06%","52.17%","-38.88%","255/437名","255/437名","255/437名","35/437名","434/437名"
"1960602692785188866","1","近 3 年","2026-04-15","2023-04-14","-26.81%","-10.19%","-0.04%","54.29%","-28.72%","255/437名","254/437名","254/437名","24/437名","433/437名"
"1960602692785188866","1","近 5 年","2026-04-15","2021-04-14","-24.53%","-7.27%","-0.03%","57.78%","10.56%","","","","",""
"1960602692785188866","1","今年以来","2026-04-15","2025-12-31","-0.16%","-0.60%","-0.02%","66.67%","428.80%","269/476名","269/476名","272/476名","5/476名","12/476名"
"1960602692785188866","1","成立以来","2026-04-15","2022-06-14","-24.53%","-7.27%","-0.03%","57.78%","10.56%","249/432名","248/432名","247/432名","12/432名","49/432名"
"1960954575290806274","1","近 1 年","2026-04-15","2025-04-14","24.04%","24.81%","0.07%","36.36%","64.10%","19/452名","12/452名","13/452名","101/452名","38/452名"
"1960954575290806274","1","近 2 年","2026-04-15","2024-04-14","24.04%","11.74%","0.04%","52.17%","32.98%","17/437名","21/437名","16/437名","35/437名","35/437名"
"1960954575290806274","1","近 3 年","2026-04-15","2023-04-14","24.04%","7.70%","0.03%","54.29%","24.36%","17/437名","28/437名","20/437名","24/437名","37/437名"
"1960954575290806274","1","近 5 年","2026-04-15","2021-04-14","29.20%","6.19%","0.02%","59.62%","24.17%","","","","",""
"1960954575290806274","1","今年以来","2026-04-15","2025-12-31","4.78%","19.35%","0.06%","33.33%","-118.65%","42/476名","22/476名","21/476名","151/476名","471/476名"
"1960954575290806274","1","成立以来","2026-04-15","2021-11-19","29.20%","6.19%","0.02%","59.62%","24.17%","6/17名","10/17名","10/17名","2/17名","10/17名"
"1995783918214885378","1","近 1 年","2026-04-15","2025-04-14","1.70%","4.86%","0.01%","75.00%","65.85%","","","","",""
"1995783918214885378","1","近 2 年","2026-04-15","2024-04-14","1.70%","4.86%","0.01%","75.00%","65.85%","","","","",""
"1995783918214885378","1","近 3 年","2026-04-15","2023-04-14","1.70%","4.86%","0.01%","75.00%","65.85%","","","","",""
"1995783918214885378","1","近 5 年","2026-04-15","2021-04-14","1.70%","4.86%","0.01%","75.00%","65.85%","","","","",""
"1995783918214885378","1","今年以来","2026-04-15","2025-12-31","-1.30%","-4.84%","-0.03%","66.67%","-22.74%","270/476名","280/476名","280/476名","5/476名","461/476名"
"1995783918214885378","1","成立以来","2026-04-15","2025-12-01","1.70%","4.86%","0.01%","75.00%","65.85%","50/472名","46/472名","39/472名","2/472名","46/472名"
"2001175261472796674","1","近 1 年","2026-04-15","2025-04-14","67.96%","329.17%","0.63%","75.00%","1426.47%","","","","",""
"2001175261472796674","1","近 2 年","2026-04-15","2024-04-14","67.96%","329.17%","0.63%","75.00%","1426.47%","","","","",""
"2001175261472796674","1","近 3 年","2026-04-15","2023-04-14","67.96%","329.17%","0.63%","75.00%","1426.47%","","","","",""
"2001175261472796674","1","近 5 年","2026-04-15","2021-04-14","67.96%","329.17%","0.63%","75.00%","1426.47%","","","","",""
"2001175261472796674","1","今年以来","2026-04-15","2025-12-31","10.94%","48.18%","0.15%","66.67%","343.85%","38/476名","7/476名","8/476名","5/476名","15/476名"
"2001175261472796674","1","成立以来","2026-04-15","2025-12-01","67.96%","329.17%","0.63%","75.00%","1426.47%","7/472名","1/472名","1/472名","2/472名","1/472名"
"2001188925365989377","1","近 1 年","2026-04-15","2025-04-14","104.29%","108.54%","0.35%","45.45%","625.01%","3/452名","2/452名","1/452名","71/452名","4/452名"
"2001188925365989377","1","近 2 年","2026-04-15","2024-04-14","104.29%","44.52%","0.24%","56.52%","321.62%","3/437名","6/437名","3/437名","15/437名","10/437名"
"2001188925365989377","1","近 3 年","2026-04-15","2023-04-14","104.29%","27.89%","0.17%","57.14%","237.59%","3/437名","9/437名","5/437名","13/437名","13/437名"
"2001188925365989377","1","近 5 年","2026-04-15","2021-04-14","71.04%","11.71%","0.11%","54.24%","167.66%","4/12名","4/12名","4/12名","4/12名","5/12名"
"2001188925365989377","1","今年以来","2026-04-15","2025-12-31","-17.87%","-52.57%","-0.27%","66.67%","591.02%","290/476名","322/476名","313/476名","5/476名","9/476名"
"2001188925365989377","1","成立以来","2026-04-15","2020-01-10","44.37%","6.24%","0.08%","52.70%","106.05%","5/6名","5/6名","5/6名","5/6名","6/6名"
"2001210938533015553","1","近 1 年","2026-04-15","2025-04-14","-13.42%","-33.28%","-0.18%","50.00%","-216.14%","","","","",""
"2001210938533015553","1","近 2 年","2026-04-15","2024-04-14","-13.42%","-33.28%","-0.18%","50.00%","-216.14%","","","","",""
"2001210938533015553","1","近 3 年","2026-04-15","2023-04-14","-13.42%","-33.28%","-0.18%","50.00%","-216.14%","","","","",""
"2001210938533015553","1","近 5 年","2026-04-15","2021-04-14","-13.42%","-33.28%","-0.18%","50.00%","-216.14%","","","","",""
"2001210938533015553","1","今年以来","2026-04-15","2025-12-31","-8.55%","-28.72%","-0.14%","66.67%","-193.57%","280/476名","292/476名","294/476名","5/476名","472/476名"
"2001210938533015553","1","成立以来","2026-04-15","2025-12-01","-13.42%","-33.28%","-0.18%","50.00%","-216.14%","283/472名","298/472名","293/472名","62/472名","469/472名"
"2001215312185454593","1","近 1 年","2026-04-15","2025-04-14","39.37%","40.70%","0.09%","36.36%","202.62%","11/452名","7/452名","8/452名","101/452名","16/452名"
"2001215312185454593","1","近 2 年","2026-04-15","2024-04-14","39.37%","28.49%","0.10%","46.67%","188.46%","","","","",""
"2001215312185454593","1","近 3 年","2026-04-15","2023-04-14","39.37%","28.49%","0.10%","46.67%","188.46%","","","","",""
"2001215312185454593","1","近 5 年","2026-04-15","2021-04-14","39.37%","28.49%","0.10%","46.67%","188.46%","","","","",""
"2001215312185454593","1","今年以来","2026-04-15","2025-12-31","-11.76%","-37.74%","-0.18%","33.33%","-366.22%","283/476名","304/476名","299/476名","151/476名","476/476名"
"2001215312185454593","1","成立以来","2026-04-15","2024-12-02","39.37%","28.49%","0.10%","46.67%","188.46%","11/440名","10/440名","7/440名","70/440名","16/440名"
"2001217968702418946","1","近 1 年","2026-04-15","2025-04-14","-13.03%","-32.75%","-0.16%","66.67%","-94.39%","","","","",""
"2001217968702418946","1","近 2 年","2026-04-15","2024-04-14","-13.03%","-32.75%","-0.16%","66.67%","-94.39%","","","","",""
"2001217968702418946","1","近 3 年","2026-04-15","2023-04-14","-13.03%","-32.75%","-0.16%","66.67%","-94.39%","","","","",""
"2001217968702418946","1","近 5 年","2026-04-15","2021-04-14","-13.03%","-32.75%","-0.16%","66.67%","-94.39%","","","","",""
"2001217968702418946","1","今年以来","2026-04-15","2025-12-31","-0.10%","-0.39%","-0.01%","66.67%","-94.39%","268/476名","268/476名","268/476名","5/476名","468/476名"
"2001217968702418946","1","成立以来","2026-04-15","2025-12-02","-13.03%","-32.75%","-0.16%","66.67%","-94.39%","286/476名","301/476名","296/476名","5/476名","468/476名"
"2001236071293304833","1","近 1 年","2026-04-15","2025-04-14","-15.82%","-38.35%","-0.22%","25.00%","-272.93%","","","","",""
"2001236071293304833","1","近 2 年","2026-04-15","2024-04-14","-15.82%","-38.35%","-0.22%","25.00%","-272.93%","","","","",""
"2001236071293304833","1","近 3 年","2026-04-15","2023-04-14","-15.82%","-38.35%","-0.22%","25.00%","-272.93%","","","","",""
"2001236071293304833","1","近 5 年","2026-04-15","2021-04-14","-15.82%","-38.35%","-0.22%","25.00%","-272.93%","","","","",""
"2001236071293304833","1","今年以来","2026-04-15","2025-12-31","-11.76%","-37.74%","-0.18%","33.33%","-366.22%","282/476名","303/476名","298/476名","151/476名","475/476名"
"2001236071293304833","1","成立以来","2026-04-15","2025-12-01","-15.82%","-38.35%","-0.22%","25.00%","-272.93%","285/472名","309/472名","296/472名","405/472名","470/472名"
"2001462494746558466","1","近 1 年","2026-04-15","2025-04-14","14.01%","26.82%","0.09%","66.67%","759.30%","","","","",""
"2001462494746558466","1","近 2 年","2026-04-15","2024-04-14","14.01%","26.82%","0.09%","66.67%","759.30%","","","","",""
"2001462494746558466","1","近 3 年","2026-04-15","2023-04-14","14.01%","26.82%","0.09%","66.67%","759.30%","","","","",""
"2001462494746558466","1","近 5 年","2026-04-15","2021-04-14","14.01%","26.82%","0.09%","66.67%","759.30%","","","","",""
"2001462494746558466","1","今年以来","2026-04-15","2025-12-31","11.34%","50.24%","0.16%","100.00%","1186.74%","37/476名","6/476名","7/476名","1/476名","2/476名"
"2001462494746558466","1","成立以来","2026-04-15","2025-09-15","14.01%","26.82%","0.09%","66.67%","759.30%","35/462名","14/462名","10/462名","3/462名","3/462名"
"2001479502632501250","1","近 1 年","2026-04-15","2025-04-14","0.66%","1.87%","-0.00%","25.00%","-18.77%","","","","",""
"2001479502632501250","1","近 2 年","2026-04-15","2024-04-14","0.66%","1.87%","-0.00%","25.00%","-18.77%","","","","",""
"2001479502632501250","1","近 3 年","2026-04-15","2023-04-14","0.66%","1.87%","-0.00%","25.00%","-18.77%","","","","",""
"2001479502632501250","1","近 5 年","2026-04-15","2021-04-14","0.66%","1.87%","-0.00%","25.00%","-18.77%","","","","",""
"2001479502632501250","1","今年以来","2026-04-15","2025-12-31","0.55%","2.09%","0.00%","33.33%","-49.88%","55/476名","49/476名","44/476名","151/476名","464/476名"
"2001479502632501250","1","成立以来","2026-04-15","2025-12-01","0.66%","1.87%","-0.00%","25.00%","-18.77%","54/472名","50/472名","46/472名","405/472名","460/472名"
"2001526798661369858","1","近 1 年","2026-04-15","2025-04-14","14.91%","15.38%","-0.03%","27.27%","89.39%","33/452名","22/452名","265/452名","266/452名","33/452名"
"2001526798661369858","1","近 2 年","2026-04-15","2024-04-14","22.36%","17.86%","-0.00%","42.86%","106.86%","","","","",""
"2001526798661369858","1","近 3 年","2026-04-15","2023-04-14","22.36%","17.86%","-0.00%","42.86%","106.86%","","","","",""
"2001526798661369858","1","近 5 年","2026-04-15","2021-04-14","22.36%","17.86%","-0.00%","42.86%","106.86%","","","","",""
"2001526798661369858","1","今年以来","2026-04-15","2025-12-31","0.49%","1.86%","-0.01%","33.33%","251.34%","56/476名","51/476名","265/476名","151/476名","19/476名"
"2001526798661369858","1","成立以来","2026-04-15","2025-01-06","22.36%","17.86%","-0.00%","42.86%","106.86%","26/446名","21/446名","36/446名","76/446名","27/446名"
"2005873453636501505","1","近 1 年","2026-04-15","2025-04-14","2.91%","5.33%","0.01%","50.00%","299.29%","","","","",""
"2005873453636501505","1","近 2 年","2026-04-15","2024-04-14","2.91%","5.33%","0.01%","50.00%","299.29%","","","","",""
"2005873453636501505","1","近 3 年","2026-04-15","2023-04-14","2.91%","5.33%","0.01%","50.00%","299.29%","","","","",""
"2005873453636501505","1","近 5 年","2026-04-15","2021-04-14","2.91%","5.33%","0.01%","50.00%","299.29%","","","","",""
"2005873453636501505","1","今年以来","2026-04-15","2025-12-31","1.22%","4.69%","0.01%","66.67%","158.15%","51/476名","47/476名","38/476名","5/476名","28/476名"
"2005873453636501505","1","成立以来","2026-04-15","2025-09-15","2.91%","5.33%","0.01%","50.00%","299.29%","44/462名","43/462名","37/462名","57/462名","15/462名"
"2006290324554760194","1","近 1 年","2026-04-15","2025-04-14","-2.84%","-7.86%","-0.05%","33.33%","-59.69%","","","","",""
"2006290324554760194","1","近 2 年","2026-04-15","2024-04-14","-2.84%","-7.86%","-0.05%","33.33%","-59.69%","","","","",""
"2006290324554760194","1","近 3 年","2026-04-15","2023-04-14","-2.84%","-7.86%","-0.05%","33.33%","-59.69%","","","","",""
"2006290324554760194","1","近 5 年","2026-04-15","2021-04-14","-2.84%","-7.86%","-0.05%","33.33%","-59.69%","","","","",""
"2006290324554760194","1","今年以来","2026-04-15","2025-12-31","-2.15%","-7.89%","-0.04%","33.33%","-59.69%","272/476名","286/476名","284/476名","151/476名","465/476名"
"2006290324554760194","1","成立以来","2026-04-15","2025-12-02","-2.84%","-7.86%","-0.05%","33.33%","-59.69%","273/476名","285/476名","287/476名","151/476名","465/476名"
"2009448068728209410","1","近 1 年","2026-04-15","2025-04-14","-3.23%","-5.78%","-0.04%","33.33%","65.79%","","","","",""
"2009448068728209410","1","近 2 年","2026-04-15","2024-04-14","-3.23%","-5.78%","-0.04%","33.33%","65.79%","","","","",""
"2009448068728209410","1","近 3 年","2026-04-15","2023-04-14","-3.23%","-5.78%","-0.04%","33.33%","65.79%","","","","",""
"2009448068728209410","1","近 5 年","2026-04-15","2021-04-14","-3.23%","-5.78%","-0.04%","33.33%","65.79%","","","","",""
"2009448068728209410","1","今年以来","2026-04-15","2025-12-31","0.40%","1.51%","-0.01%","66.67%","43.41%","57/476名","52/476名","264/476名","5/476名","50/476名"
"2009448068728209410","1","成立以来","2026-04-15","2025-09-15","-3.23%","-5.78%","-0.04%","33.33%","65.79%","265/462名","275/462名","278/462名","143/462名","44/462名"
"2009495249141088258","1","近 1 年","2026-04-15","2025-04-14","14.86%","28.53%","0.08%","66.67%","536.27%","","","","",""
"2009495249141088258","1","近 2 年","2026-04-15","2024-04-14","14.86%","28.53%","0.08%","66.67%","536.27%","","","","",""
"2009495249141088258","1","近 3 年","2026-04-15","2023-04-14","14.86%","28.53%","0.08%","66.67%","536.27%","","","","",""
"2009495249141088258","1","近 5 年","2026-04-15","2021-04-14","14.86%","28.53%","0.08%","66.67%","536.27%","","","","",""
"2009495249141088258","1","今年以来","2026-04-15","2025-12-31","5.08%","20.67%","0.06%","66.67%","722.84%","41/476名","21/476名","20/476名","5/476名","5/476名"
"2009495249141088258","1","成立以来","2026-04-15","2025-09-15","14.86%","28.53%","0.08%","66.67%","536.27%","34/462名","11/462名","11/462名","3/462名","9/462名"
"D00344","1","近 1 年","2022-06-29","2021-06-28","4.55%","8.79%","1.53%","","","","","","",""
"D00344","1","近 2 年","2022-06-29","2020-06-28","4.55%","8.79%","1.53%","","","","","","",""
"D00344","1","近 3 年","2022-06-29","2019-06-28","4.55%","8.79%","1.53%","","","","","","",""
"D00344","1","近 5 年","2022-06-29","2017-06-28","4.55%","8.79%","1.53%","","","","","","",""
"D00344","1","今年以来","2022-06-29","2021-12-31","-0.68%","-1.47%","-0.28%","","","2/2名","2/2名","2/2名","<NA>/2名","<NA>/2名"
"D00344","1","成立以来","2022-06-29","2021-12-10","4.55%","8.79%","1.53%","","","1/2名","1/2名","1/2名","<NA>/2名","<NA>/2名"
"SB3110","1","近 1 年","2024-08-30","2023-08-29","0.00%","0.00%","","","","2/5名","2/5名","<NA>/5名","<NA>/5名","<NA>/5名"
"SB3110","1","近 2 年","2024-08-30","2022-08-29","0.00%","0.00%","","","","2/5名","2/5名","<NA>/5名","<NA>/5名","<NA>/5名"
"SB3110","1","近 3 年","2024-08-30","2021-08-29","0.00%","0.00%","","","","2/5名","2/5名","<NA>/5名","<NA>/5名","<NA>/5名"
"SB3110","1","近 5 年","2024-08-30","2019-08-29","7.30%","4466120964.92%","","","","","","","",""
"SB3110","1","今年以来","2024-08-30","2023-12-31","0.00%","0.00%","","","","2/5名","2/5名","<NA>/5名","<NA>/5名","<NA>/5名"
"SB3110","1","成立以来","2024-08-30","2020-04-08","7.30%","1.66%","","","","1/5名","1/5名","<NA>/5名","<NA>/5名","<NA>/5名"
"SM0901","1","近 1 年","2026-04-15","2025-04-14","17.66%","18.21%","-0.02%","27.27%","96.40%","32/452名","19/452名","259/452名","266/452名","30/452名"
"SM0901","1","近 2 年","2026-04-15","2024-04-14","20.92%","10.29%","-0.02%","43.48%","91.95%","25/437名","25/437名","245/437名","73/437名","27/437名"
"SM0901","1","近 3 年","2026-04-15","2023-04-14","1.09%","0.37%","-0.02%","42.86%","84.73%","39/437名","39/437名","247/437名","75/437名","30/437名"
"SM0901","1","近 5 年","2026-04-15","2021-04-14","-9.84%","-2.47%","-0.01%","44.00%","79.17%","","","","",""
"SM0901","1","今年以来","2026-04-15","2025-12-31","2.77%","10.90%","0.01%","66.67%","372.75%","47/476名","34/476名","37/476名","5/476名","14/476名"
"SM0901","1","成立以来","2026-04-15","2022-01-03","-9.84%","-2.47%","-0.01%","44.00%","79.17%","118/127名","118/127名","112/127名","56/127名","30/127名"
"SM0902","1","近 1 年","2026-04-15","2025-04-14","138.27%","144.31%","0.20%","72.73%","428.39%","1/452名","1/452名","4/452名","1/452名","8/452名"
"SM0902","1","近 2 年","2026-04-15","2024-04-14","108.04%","45.88%","0.07%","52.17%","272.39%","2/437名","5/437名","9/437名","35/437名","11/437名"
"SM0902","1","近 3 年","2026-04-15","2023-04-14","61.39%","17.92%","0.06%","54.29%","243.80%","7/437名","18/437名","15/437名","24/437名","12/437名"
"SM0902","1","近 5 年","2026-04-15","2021-04-14","-7.86%","-1.96%","0.01%","42.00%","186.82%","","","","",""
"SM0902","1","今年以来","2026-04-15","2025-12-31","20.24%","101.01%","0.26%","66.67%","1040.22%","31/476名","4/476名","3/476名","5/476名","3/476名"
"SM0902","1","成立以来","2026-04-15","2022-01-03","-7.86%","-1.96%","0.01%","42.00%","186.82%","115/127名","115/127名","28/127名","60/127名","14/127名"
"SM0903","1","近 1 年","2026-04-15","2025-04-14","21.91%","22.61%","-0.00%","45.45%","104.71%","27/452名","15/452名","39/452名","71/452名","29/452名"
"SM0903","1","近 2 年","2026-04-15","2024-04-14","27.06%","13.14%","-0.00%","47.83%","88.57%","15/437名","20/437名","38/437名","56/437名","29/437名"
"SM0903","1","近 3 年","2026-04-15","2023-04-14","22.95%","7.37%","0.01%","57.14%","91.27%","23/437名","30/437名","27/437名","13/437名","28/437名"
"SM0903","1","近 5 年","2026-04-15","2021-04-14","20.53%","4.61%","0.02%","62.00%","78.20%","","","","",""
"SM0903","1","今年以来","2026-04-15","2025-12-31","4.74%","19.16%","0.03%","66.67%","695.87%","44/476名","24/476名","26/476名","5/476名","6/476名"
"SM0903","1","成立以来","2026-04-15","2022-01-03","20.53%","4.61%","0.02%","62.00%","78.20%","26/127名","35/127名","24/127名","8/127名","31/127名"
"SM0904","1","近 1 年","2026-04-15","2025-04-14","60.49%","62.69%","0.07%","63.64%","206.10%","8/452名","4/452名","12/452名","8/452名","15/452名"
"SM0904","1","近 2 年","2026-04-15","2024-04-14","52.64%","24.36%","0.03%","47.83%","140.49%","9/437名","12/437名","22/437名","56/437名","18/437名"
"SM0904","1","近 3 年","2026-04-15","2023-04-14","19.74%","6.40%","0.01%","51.43%","123.36%","28/437名","31/437名","30/437名","40/437名","20/437名"
"SM0904","1","近 5 年","2026-04-15","2021-04-14","-5.73%","-1.41%","-0.00%","50.00%","107.94%","","","","",""
"SM0904","1","今年以来","2026-04-15","2025-12-31","8.16%","34.59%","0.08%","33.33%","436.42%","39/476名","11/476名","15/476名","151/476名","11/476名"
"SM0904","1","成立以来","2026-04-15","2022-01-03","-5.73%","-1.41%","-0.00%","50.00%","107.94%","113/127名","113/127名","33/127名","40/127名","22/127名"
"SM0905","1","近 1 年","2026-04-15","2025-04-14","30.63%","31.64%","0.02%","54.55%","170.39%","14/452名","9/452名","27/452名","23/452名","19/452名"
"SM0905","1","近 2 年","2026-04-15","2024-04-14","31.31%","15.08%","-0.00%","43.48%","132.03%","11/437名","19/437名","34/437名","73/437名","19/437名"
"SM0905","1","近 3 年","2026-04-15","2023-04-14","24.16%","7.74%","0.01%","51.43%","123.14%","16/437名","27/437名","26/437名","40/437名","21/437名"
"SM0905","1","近 5 年","2026-04-15","2021-04-14","28.87%","6.31%","0.03%","56.00%","109.61%","","","","",""
"SM0905","1","今年以来","2026-04-15","2025-12-31","2.49%","9.76%","0.00%","66.67%","666.47%","48/476名","36/476名","43/476名","5/476名","7/476名"
"SM0905","1","成立以来","2026-04-15","2022-01-03","28.87%","6.31%","0.03%","56.00%","109.61%","14/127名","32/127名","19/127名","14/127名","21/127名"
"同类平均","1","今年以来","2022-08-19","","-3.29%","90999386449976915656704.00%","-0.03%","42.24%","47.87%","","","","",""
"同类平均","1","成立以来","2022-08-19","","-41.52%","61.80%","-0.13%","41.32%","33.88%","","","","",""
"同类平均","1","近 1 年","2022-08-19","","-18.43%","90999386449976915656704.00%","-0.08%","35.27%","37.50%","","","","",""
"同类平均","1","近 2 年","2022-08-19","","-37.89%","90999386449976915656704.00%","-0.13%","39.08%","35.02%","","","","",""
